structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,donor,sample,name,parent_structure_id,hemisphere,graph_order,structure_id_path,color_hex_triplet
4058,10,403,CX,POrG,"posterior orbital gyrus, right",32231,73,107,59,21.8,16.8,-19.9,donor9861,donor9861_sample_713,"posterior orbital gyrus, right",4056,R,69,/4005/4006/4007/4008/4009/4056/4058/,E8D459
4908,10,411,CX,TP-m,"temporal pole, right, medial aspect",32232,70,115,61,24.9,12.6,-28,donor9861,donor9861_sample_714,"temporal pole, right, medial aspect",4176,R,307,/4005/4006/4007/4008/4132/4174/4176/4908/,FF9C7F
4906,10,474,CX,TP-s,"temporal pole, right, superior aspect",36300,54,102,62,41.8,15.6,-13.6,donor9861,donor9861_sample_715,"temporal pole, right, superior aspect",4176,R,305,/4005/4006/4007/4008/4132/4174/4176/4906/,FF9C7F
4907,10,387,CX,TP-i,"temporal pole, right, inferior aspect",41168,45,122,65,51.1,7,-34.2,donor9861,donor9861_sample_716,"temporal pole, right, inferior aspect",4176,R,306,/4005/4006/4007/4008/4132/4174/4176/4907/,FF9C7F
4903,10,451,CX,TP-s,"temporal pole, left, superior aspect",28194,138,99,62,-46.9,14.3,-12.1,donor9861,donor9861_sample_717,"temporal pole, left, superior aspect",4175,L,301,/4005/4006/4007/4008/4132/4174/4175/4903/,FF9C7F
4904,10,459,CX,TP-i,"temporal pole, left, inferior aspect",28195,133,123,62,-41.8,7.7,-37.7,donor9861,donor9861_sample_718,"temporal pole, left, inferior aspect",4175,L,302,/4005/4006/4007/4008/4132/4174/4175/4904/,FF9C7F
4905,10,443,CX,TP-m,"temporal pole, left, medial aspect",36301,118,119,62,-25.9,9.2,-33.1,donor9861,donor9861_sample_719,"temporal pole, left, medial aspect",4175,L,303,/4005/4006/4007/4008/4132/4174/4175/4905/,FF9C7F
4226,10,457,CX,CgGf-s,"cingulate gyrus, frontal part, right, superior bank of gyrus",28119,84,64,45,10.9,43.3,23.1,donor9861,donor9861_sample_720,"cingulate gyrus, frontal part, right, superior bank of gyrus",4225,R,105,/4005/4006/4007/4008/4219/4220/4221/4225/4226/,7F5B33
4224,10,410,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",28221,94,75,53,0,31.6,12.7,donor9861,donor9861_sample_721,"cingulate gyrus, frontal part, left, inferior bank of gyrus",4222,L,103,/4005/4006/4007/4008/4219/4220/4221/4222/4224/,7F5B33
4226,10,418,CX,CgGf-s,"cingulate gyrus, frontal part, right, superior bank of gyrus",28220,86,76,49,8.6,35.7,11,donor9861,donor9861_sample_722,"cingulate gyrus, frontal part, right, superior bank of gyrus",4225,R,105,/4005/4006/4007/4008/4219/4220/4221/4225/4226/,7F5B33
4274,10,394,CX,SIG,"short insular gyri, right",36313,63,82,57,32.6,26.2,6.6,donor9861,donor9861_sample_723,"short insular gyri, right",4272,R,97,/4005/4006/4007/4008/4268/4272/4274/,EFFF61
4089,24,469,CX,PoG-il,"postcentral gyrus, left, inferior lateral aspect of gyrus",35597,138,49,123,-48.1,-35.5,53.3,donor9861,donor9861_sample_724,"postcentral gyrus, left, inferior lateral aspect of gyrus",4086,L,236,/4005/4006/4007/4008/4084/4085/4086/4089/,FF6C62
4090,24,477,CX,PoG-pcs,"postcentral gyrus, left, bank of the posterior central sulcus",35595,126,59,123,-35.5,-38,42.8,donor9861,donor9861_sample_725,"postcentral gyrus, left, bank of the posterior central sulcus",4086,L,237,/4005/4006/4007/4008/4084/4085/4086/4090/,FF6C62
4106,24,390,CX,SMG-s,"supramarginal gyrus, left, superior bank of gyrus",35596,136,61,125,-46.1,-40.9,40.9,donor9861,donor9861_sample_726,"supramarginal gyrus, left, superior bank of gyrus",4105,L,220,/4005/4006/4007/4008/4084/4103/4104/4105/4106/,FF5D62
4142,24,506,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",35869,144,91,133,-55,-58,10.2,donor9861,donor9861_sample_727,"middle temporal gyrus, left, superior bank of gyrus",4141,L,281,/4005/4006/4007/4008/4132/4140/4141/4142/,FF907F
4143,24,498,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",39692,140,105,133,-50.9,-61.8,-4.7,donor9861,donor9861_sample_728,"middle temporal gyrus, left, inferior bank of gyrus",4141,L,282,/4005/4006/4007/4008/4132/4140/4141/4143/,FF907F
4107,24,482,CX,SMG-i,"supramarginal gyrus, left, inferior bank of gyrus",35861,148,78,133,-59.2,-54.4,24,donor9861,donor9861_sample_729,"supramarginal gyrus, left, inferior bank of gyrus",4105,L,221,/4005/4006/4007/4008/4084/4103/4104/4105/4107/,FF5D62
4149,24,569,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",35846,130,109,133,-40.4,-62.7,-8.8,donor9861,donor9861_sample_730,"inferior temporal gyrus, left, bank of the its",4148,L,272,/4005/4006/4007/4008/4132/4147/4148/4149/,FF8D7F
4196,24,521,CX,LiG-pest,"lingual gyrus, right, peristriate",35843,87,102,129,5.2,-55.4,-1.2,donor9861,donor9861_sample_731,"lingual gyrus, right, peristriate",4195,R,184,/4005/4006/4007/4008/4180/4191/4195/4196/,E88051
4197,24,513,CX,LiG-str,"lingual gyrus, right, striate",35844,64,101,131,29.4,-56.7,0.8,donor9861,donor9861_sample_732,"lingual gyrus, right, striate",4195,R,185,/4005/4006/4007/4008/4180/4191/4195/4197/,E88051
4204,24,545,CX,OTG-i,"occipito-temporal gyrus, right, inferior bank of gyrus",35849,73,115,136,19.7,-66.1,-13.4,donor9861,donor9861_sample_733,"occipito-temporal gyrus, right, inferior bank of gyrus",4202,R,201,/4005/4006/4007/4008/4180/4198/4202/4204/,E88A51
4145,24,414,CX,MTG-s,"middle temporal gyrus, right, superior bank of gyrus",35829,57,116,137,36.5,-67,-14,donor9861,donor9861_sample_734,"middle temporal gyrus, right, superior bank of gyrus",4144,R,284,/4005/4006/4007/4008/4132/4140/4144/4145/,FF907F
4146,24,422,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",35828,62,117,137,31.3,-67.4,-15.1,donor9861,donor9861_sample_735,"middle temporal gyrus, right, inferior bank of gyrus",4144,R,285,/4005/4006/4007/4008/4132/4140/4144/4146/,FF907F
4271,24,398,CX,LIG,"long insular gyri, right",35831,45,83,132,49.6,-52.2,20.6,donor9861,donor9861_sample_736,"long insular gyri, right",4269,R,94,/4005/4006/4007/4008/4268/4269/4271/,FFF161
4074,24,437,CX,PCLa-i,"paracentral lobule, anterior part, left, inferior bank of gyrus",35039,109,62,117,-17.4,-32.1,38.8,donor9861,donor9861_sample_737,"paracentral lobule, anterior part, left, inferior bank of gyrus",4072,L,57,/4005/4006/4007/4008/4009/4071/4072/4074/,E8CF59
4123,24,453,CX,Pcu-s,"precuneus, right, superior lateral bank of gyrus",35042,87,87,126,5.4,-48.1,14.3,donor9861,donor9861_sample_738,"precuneus, right, superior lateral bank of gyrus",4122,R,248,/4005/4006/4007/4008/4084/4118/4122/4123/,FF7462
4124,24,461,CX,Pcu-i,"precuneus, right, inferior lateral bank of gyrus",35043,83,92,128,9.5,-51.5,9.4,donor9861,donor9861_sample_739,"precuneus, right, inferior lateral bank of gyrus",4122,R,249,/4005/4006/4007/4008/4084/4118/4122/4124/,FF7462
4234,24,445,CX,CgGp-i,"cingulate gyrus, parietal part, right, inferior bank of gyrus",35041,83,76,125,9.7,-43.8,25.9,donor9861,donor9861_sample_740,"cingulate gyrus, parietal part, right, inferior bank of gyrus",4232,R,113,/4005/4006/4007/4008/4219/4220/4228/4232/4234/,7F6233
4013,24,389,CX,PrG-sl,"precentral gyrus, left, superior lateral aspect of gyrus",35024,111,29,113,-19.2,-18.7,73.3,donor9861,donor9861_sample_741,"precentral gyrus, left, superior lateral aspect of gyrus",4011,L,73,/4005/4006/4007/4008/4009/4010/4011/4013/,E8D659
4014,24,405,CX,PrG-il,"precentral gyrus, left, inferior lateral aspect of gyrus",35025,119,45,116,-27.8,-26.6,56.6,donor9861,donor9861_sample_742,"precentral gyrus, left, inferior lateral aspect of gyrus",4011,L,74,/4005/4006/4007/4008/4009/4010/4011/4014/,E8D659
4015,24,397,CX,PrG-cs,"precentral gyrus, left, bank of the central sulcus",35026,113,43,113,-21.4,-22.7,58.2,donor9861,donor9861_sample_743,"precentral gyrus, left, bank of the central sulcus",4011,L,75,/4005/4006/4007/4008/4009/4010/4011/4015/,E8D659
4088,24,421,CX,PoG-sl,"postcentral gyrus, left, superior lateral aspect of gyrus",35028,130,35,118,-39.4,-26.1,67.4,donor9861,donor9861_sample_744,"postcentral gyrus, left, superior lateral aspect of gyrus",4086,L,235,/4005/4006/4007/4008/4084/4085/4086/4088/,FF6C62
4018,24,444,CX,PrG-sl,"precentral gyrus, right, superior lateral aspect of gyrus",35010,85,30,123,8,-28.8,74.7,donor9861,donor9861_sample_745,"precentral gyrus, right, superior lateral aspect of gyrus",4016,R,78,/4005/4006/4007/4008/4009/4010/4016/4018/,E8D659
4020,24,436,CX,PrG-cs,"precentral gyrus, right, bank of the central sulcus",35015,81,36,124,12.1,-31.5,68.5,donor9861,donor9861_sample_746,"precentral gyrus, right, bank of the central sulcus",4016,R,80,/4005/4006/4007/4008/4009/4010/4016/4020/,E8D659
4076,24,452,CX,PCLa-s,"paracentral lobule, anterior part, right, superior bank of gyrus",35011,91,37,119,1.7,-26.8,66.3,donor9861,donor9861_sample_747,"paracentral lobule, anterior part, right, superior bank of gyrus",4075,R,59,/4005/4006/4007/4008/4009/4071/4075/4076/,E8CF59
4077,24,468,CX,PCLa-i,"paracentral lobule, anterior part, right, inferior bank of gyrus",35012,92,49,120,0.5,-31.2,53.6,donor9861,donor9861_sample_748,"paracentral lobule, anterior part, right, inferior bank of gyrus",4075,R,60,/4005/4006/4007/4008/4009/4071/4075/4077/,E8CF59
4093,24,420,CX,PoG-sl,"postcentral gyrus, right, superior lateral aspect of gyrus",35009,68,33,126,25.8,-32.4,72.4,donor9861,donor9861_sample_749,"postcentral gyrus, right, superior lateral aspect of gyrus",4091,R,240,/4005/4006/4007/4008/4084/4085/4091/4093/,FF6C62
4095,24,396,CX,PoG-pcs,"postcentral gyrus, right, bank of the posterior central sulcus",34998,55,58,128,39.3,-41.2,46.3,donor9861,donor9861_sample_750,"postcentral gyrus, right, bank of the posterior central sulcus",4091,R,242,/4005/4006/4007/4008/4084/4085/4091/4095/,FF6C62
4110,24,475,CX,SMG-i,"supramarginal gyrus, right, inferior bank of gyrus",35001,43,62,130,51.9,-44.1,42.7,donor9861,donor9861_sample_751,"supramarginal gyrus, right, inferior bank of gyrus",4108,R,224,/4005/4006/4007/4008/4084/4103/4104/4108/4110/,FF5D62
4109,24,388,CX,SMG-s,"supramarginal gyrus, right, superior bank of gyrus",34999,50,59,128,44.6,-41.3,45.4,donor9861,donor9861_sample_752,"supramarginal gyrus, right, superior bank of gyrus",4108,R,223,/4005/4006/4007/4008/4084/4103/4104/4108/4109/,FF5D62
4121,26,401,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",36851,96,64,134,-4.2,-50.2,40.2,donor9861,donor9861_sample_753,"precuneus, left, inferior lateral bank of gyrus",4119,L,246,/4005/4006/4007/4008/4084/4118/4119/4121/,FF7462
4051,4,385,CX,MOrG,"medial orbital gyrus, left",27166,104,98,25,-10,54.2,-17.6,donor9861,donor9861_sample_754,"medial orbital gyrus, left",4050,L,42,/4005/4006/4007/4008/4009/4050/4051/,E8CB59
4073,24,460,CX,PCLa-s,"paracentral lobule, anterior part, left, superior bank of gyrus",35014,94,30,116,-1.3,-21.7,73.1,donor9861,donor9861_sample_755,"paracentral lobule, anterior part, left, superior bank of gyrus",4072,L,56,/4005/4006/4007/4008/4009/4071/4072/4073/,E8CF59
4023,10,449,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",28117,97,39,52,-2.8,42.7,50.9,donor9861,donor9861_sample_756,"superior frontal gyrus, left, medial bank of gyrus",4022,L,83,/4005/4006/4007/4008/4009/4021/4022/4023/,E8D959
4120,24,429,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",35040,95,68,119,-2.7,-35.6,33.1,donor9861,donor9861_sample_757,"precuneus, left, superior lateral bank of gyrus",4119,L,245,/4005/4006/4007/4008/4084/4118/4119/4120/,FF7462
4193,24,529,CX,LiG-pest,"lingual gyrus, left, peristriate",35848,115,105,131,-24.5,-59.1,-4.6,donor9861,donor9861_sample_758,"lingual gyrus, left, peristriate",4192,L,181,/4005/4006/4007/4008/4180/4191/4192/4193/,E88051
4201,24,561,CX,OTG-i,"occipito-temporal gyrus, left, inferior bank of gyrus",35845,131,114,133,-41.5,-64.1,-14.1,donor9861,donor9861_sample_759,"occipito-temporal gyrus, left, inferior bank of gyrus",4199,L,198,/4005/4006/4007/4008/4180/4198/4199/4201/,E88A51
4194,26,497,CX,LiG-str,"lingual gyrus, left, striate",36908,98,94,138,-6.6,-62.9,8.9,donor9861,donor9861_sample_760,"lingual gyrus, left, striate",4192,L,182,/4005/4006/4007/4008/4180/4191/4192/4194/,E88051
4194,26,306,CX,LiG-str,"lingual gyrus, left, striate",36908,97,94,138,-5.6,-62.9,8.9,donor9861,donor9861_sample_761,"lingual gyrus, left, striate",4192,L,182,/4005/4006/4007/4008/4180/4191/4192/4194/,E88051
4116,26,489,CX,AnG-s,"angular gyrus, right, superior bank of gyrus",36892,50,63,141,44.2,-56.1,43.6,donor9861,donor9861_sample_762,"angular gyrus, right, superior bank of gyrus",4115,R,216,/4005/4006/4007/4008/4084/4103/4111/4115/4116/,FF5D62
4024,6,393,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",27725,118,55,42,-24.9,48.2,31.4,donor9861,donor9861_sample_763,"superior frontal gyrus, left, lateral bank of gyrus",4022,L,84,/4005/4006/4007/4008/4009/4021/4022/4024/,E8D959
4049,10,435,CX,GRe,"gyrus rectus, right",28188,83,107,57,11.3,18.7,-20.5,donor9861,donor9861_sample_764,"gyrus rectus, right",4047,R,22,/4005/4006/4007/4008/4009/4047/4049/,E8C459
4907,10,395,CX,TP-i,"temporal pole, right, inferior aspect",41168,44,122,65,52.2,7.1,-34.2,donor9861,donor9861_sample_765,"temporal pole, right, inferior aspect",4176,R,306,/4005/4006/4007/4008/4132/4174/4176/4907/,FF9C7F
4905,10,467,CX,TP-m,"temporal pole, left, medial aspect",36301,117,119,62,-24.8,9.2,-33,donor9861,donor9861_sample_766,"temporal pole, left, medial aspect",4175,L,303,/4005/4006/4007/4008/4132/4174/4175/4905/,FF9C7F
4027,10,425,CX,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",41163,74,57,52,21.3,38.2,32.2,donor9861,donor9861_sample_767,"superior frontal gyrus, right, lateral bank of gyrus",4025,R,87,/4005/4006/4007/4008/4009/4021/4025/4027/,E8D959
4046,10,402,CX,orIFG,"inferior frontal gyrus, orbital part, right",39797,43,91,58,53.6,23.1,-2.4,donor9861,donor9861_sample_768,"inferior frontal gyrus, orbital part, right",4044,R,31,/4005/4006/4007/4008/4009/4035/4044/4046/,E8C659
4039,10,466,CX,trIFG,"inferior frontal gyrus, triangular part, left",41166,143,90,61,-52,17.8,-2.8,donor9861,donor9861_sample_769,"inferior frontal gyrus, triangular part, left",4038,L,33,/4005/4006/4007/4008/4009/4035/4038/4039/,E8C659
4109,24,412,CX,SMG-s,"supramarginal gyrus, right, superior bank of gyrus",39688,53,60,129,41.4,-42.7,44.4,donor9861,donor9861_sample_770,"supramarginal gyrus, right, superior bank of gyrus",4108,R,223,/4005/4006/4007/4008/4084/4103/4104/4108/4109/,FF5D62
4146,24,505,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",39690,63,118,137,30.2,-67.7,-16.2,donor9861,donor9861_sample_771,"middle temporal gyrus, right, inferior bank of gyrus",4144,R,285,/4005/4006/4007/4008/4132/4140/4144/4146/,FF907F
4143,24,514,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",39693,143,107,133,-54.1,-62.4,-6.9,donor9861,donor9861_sample_772,"middle temporal gyrus, left, inferior bank of gyrus",4141,L,282,/4005/4006/4007/4008/4132/4140/4141/4143/,FF907F
4034,12,522,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",36711,47,66,64,49.4,23.8,25.4,donor9861,donor9861_sample_773,"middle frontal gyrus, right, inferior bank of gyrus",4032,R,50,/4005/4006/4007/4008/4009/4028/4032/4034/,E8CD59
4049,8,339,CX,GRe,"gyrus rectus, right",27944,85,107,45,9.5,31.2,-22.9,donor9861,donor9861_sample_852,"gyrus rectus, right",4047,R,22,/4005/4006/4007/4008/4009/4047/4049/,E8C459
4052,8,331,CX,MOrG,"medial orbital gyrus, right",27943,81,106,45,13.7,31.6,-21.7,donor9861,donor9861_sample_853,"medial orbital gyrus, right",4050,R,43,/4005/4006/4007/4008/4009/4050/4052/,E8CB59
4227,8,315,CX,CgGf-i,"cingulate gyrus, frontal part, right, inferior bank of gyrus",27945,88,99,46,6.4,32.3,-14.2,donor9861,donor9861_sample_854,"cingulate gyrus, frontal part, right, inferior bank of gyrus",4225,R,106,/4005/4006/4007/4008/4219/4220/4221/4225/4227/,7F5B33
4040,8,291,CX,trIFG,"inferior frontal gyrus, triangular part, right",28103,45,94,48,51.8,32.7,-7.6,donor9861,donor9861_sample_855,"inferior frontal gyrus, triangular part, right",4038,R,34,/4005/4006/4007/4008/4009/4035/4038/4040/,E8C659
4046,8,307,CX,orIFG,"inferior frontal gyrus, orbital part, right",27961,59,98,48,37,31.2,-12.1,donor9861,donor9861_sample_856,"inferior frontal gyrus, orbital part, right",4044,R,31,/4005/4006/4007/4008/4009/4035/4044/4046/,E8C659
4907,8,299,CX,TP-i,"temporal pole, right, inferior aspect",27959,55,114,47,41.1,27.9,-29.4,donor9861,donor9861_sample_857,"temporal pole, right, inferior aspect",4176,R,306,/4005/4006/4007/4008/4132/4174/4176/4907/,FF9C7F
4024,8,378,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",27925,115,51,49,-21.9,42,37.2,donor9861,donor9861_sample_858,"superior frontal gyrus, left, lateral bank of gyrus",4022,L,84,/4005/4006/4007/4008/4009/4021/4022/4024/,E8D959
4026,8,354,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",27968,86,57,45,8.8,45.3,30.6,donor9861,donor9861_sample_859,"superior frontal gyrus, right, medial bank of gyrus",4025,R,86,/4005/4006/4007/4008/4009/4021/4025/4026/,E8D959
4027,8,338,CX,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",27916,73,62,37,22.7,52.5,23.9,donor9861,donor9861_sample_860,"superior frontal gyrus, right, lateral bank of gyrus",4025,R,87,/4005/4006/4007/4008/4009/4021/4025/4027/,E8D959
4196,26,314,CX,LiG-pest,"lingual gyrus, right, peristriate",36907,85,100,139,7,-65.3,3,donor9861,donor9861_sample_861,"lingual gyrus, right, peristriate",4195,R,184,/4005/4006/4007/4008/4180/4191/4195/4196/,E88051
4121,26,361,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",36851,95,64,134,-3.1,-50.2,40.3,donor9861,donor9861_sample_862,"precuneus, left, inferior lateral bank of gyrus",4119,L,246,/4005/4006/4007/4008/4084/4118/4119/4121/,FF7462
4131,26,353,CX,PCLp-cs,"paracentral lobule, posterior part, right, bank of cingulate sulcus",36850,82,63,136,10.6,-51.7,42,donor9861,donor9861_sample_863,"paracentral lobule, posterior part, right, bank of cingulate sulcus",4129,R,231,/4005/4006/4007/4008/4084/4125/4129/4131/,FF6462
4186,28,305,CX,Cun-pest,"cuneus, left, peristriate",27487,93,86,146,-1.5,-68.9,19.1,donor9861,donor9861_sample_864,"cuneus, left, peristriate",4185,L,167,/4005/4006/4007/4008/4180/4184/4185/4186/,E87751
4048,8,347,CX,GRe,"gyrus rectus, left",27947,102,106,46,-8.5,30,-22,donor9861,donor9861_sample_865,"gyrus rectus, left",4047,L,21,/4005/4006/4007/4008/4009/4047/4048/,E8C459
4224,8,323,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",27946,101,92,42,-7.2,38.2,-7.8,donor9861,donor9861_sample_866,"cingulate gyrus, frontal part, left, inferior bank of gyrus",4222,L,103,/4005/4006/4007/4008/4219/4220/4221/4222/4224/,7F5B33
4023,8,370,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",28050,94,54,46,0.4,44.8,33.8,donor9861,donor9861_sample_867,"superior frontal gyrus, left, medial bank of gyrus",4022,L,83,/4005/4006/4007/4008/4009/4021/4022/4023/,E8D959
4193,26,322,CX,LiG-pest,"lingual gyrus, left, peristriate",36909,98,106,139,-6.7,-67.3,-3.7,donor9861,donor9861_sample_868,"lingual gyrus, left, peristriate",4192,L,181,/4005/4006/4007/4008/4180/4191/4192/4193/,E88051
4116,26,321,CX,AnG-s,"angular gyrus, right, superior bank of gyrus",36892,49,63,141,45.3,-56.1,43.6,donor9861,donor9861_sample_869,"angular gyrus, right, superior bank of gyrus",4115,R,216,/4005/4006/4007/4008/4084/4103/4111/4115/4116/,FF5D62
4117,26,313,CX,AnG-i,"angular gyrus, right, inferior bank of gyrus",36893,39,74,143,55.7,-61,32.5,donor9861,donor9861_sample_870,"angular gyrus, right, inferior bank of gyrus",4115,R,217,/4005/4006/4007/4008/4084/4103/4111/4115/4117/,FF5D62
4026,8,346,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",27968,88,57,45,6.7,45.2,30.5,donor9861,donor9861_sample_871,"superior frontal gyrus, right, medial bank of gyrus",4025,R,86,/4005/4006/4007/4008/4009/4021/4025/4026/,E8D959
4073,26,345,CX,PCLa-s,"paracentral lobule, anterior part, left, superior bank of gyrus",36827,98,47,129,-6,-40.2,57.4,donor9861,donor9861_sample_872,"paracentral lobule, anterior part, left, superior bank of gyrus",4072,L,56,/4005/4006/4007/4008/4009/4071/4072/4073/,E8CF59
4130,26,329,CX,PCLp-l,"paracentral lobule, posterior part, right, lateral bank of gyrus",36825,84,33,139,8.6,-46.4,74.6,donor9861,donor9861_sample_873,"paracentral lobule, posterior part, right, lateral bank of gyrus",4129,R,230,/4005/4006/4007/4008/4084/4125/4129/4130/,FF6462
4130,26,337,CX,PCLp-l,"paracentral lobule, posterior part, right, lateral bank of gyrus",36825,83,33,139,9.7,-46.4,74.6,donor9861,donor9861_sample_874,"paracentral lobule, posterior part, right, lateral bank of gyrus",4129,R,230,/4005/4006/4007/4008/4084/4125/4129/4130/,FF6462
4027,4,289,CX,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",27250,67,74,27,29.2,59.8,9.3,donor9861,donor9861_sample_875,"superior frontal gyrus, right, lateral bank of gyrus",4025,R,87,/4005/4006/4007/4008/4009/4021/4025/4027/,E8D959
4031,8,371,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",27932,134,68,45,-41.9,40.9,17.8,donor9861,donor9861_sample_876,"middle frontal gyrus, left, inferior bank of gyrus",4029,L,47,/4005/4006/4007/4008/4009/4028/4029/4031/,E8CD59
4039,8,363,CX,trIFG,"inferior frontal gyrus, triangular part, left",27931,134,86,45,-42.1,35.9,-1.4,donor9861,donor9861_sample_877,"inferior frontal gyrus, triangular part, left",4038,L,33,/4005/4006/4007/4008/4009/4035/4038/4039/,E8C659
4060,8,355,CX,LOrG,"lateral orbital gyrus, left",27939,124,95,45,-31.6,33.6,-10.9,donor9861,donor9861_sample_878,"lateral orbital gyrus, left",4059,L,39,/4005/4006/4007/4008/4009/4059/4060/,E8CA59
4076,24,1153,CX,PCLa-s,"paracentral lobule, anterior part, right, superior bank of gyrus",35011,90,37,119,2.8,-26.7,66.3,donor9861,donor9861_sample_882,"paracentral lobule, anterior part, right, superior bank of gyrus",4075,R,59,/4005/4006/4007/4008/4009/4071/4075/4076/,E8CF59
4088,22,1161,CX,PoG-sl,"postcentral gyrus, left, superior lateral aspect of gyrus",37479,135,38,112,-44.6,-20.8,62.9,donor9861,donor9861_sample_883,"postcentral gyrus, left, superior lateral aspect of gyrus",4086,L,235,/4005/4006/4007/4008/4084/4085/4086/4088/,FF6C62
4113,26,1235,CX,AnG-s,"angular gyrus, left, superior bank of gyrus",82236,145,62,143,-56.1,-60.3,43.1,donor9861,donor9861_sample_923,"angular gyrus, left, superior bank of gyrus",4112,L,213,/4005/4006/4007/4008/4084/4103/4111/4112/4113/,FF5D62
4092,18,1057,CX,PoG-cs,"postcentral gyrus, right, bank of the central sulcus",39332,46,57,100,49.6,-11.4,42.1,donor9861,donor9861_sample_924,"postcentral gyrus, right, bank of the central sulcus",4091,R,239,/4005/4006/4007/4008/4084/4085/4091/4092/,FF6C62
4890,2,1195,CX,FP-s,"frontal pole, left, superior aspect",82233,70,86,19,26.2,64.7,-5.2,donor9861,donor9861_sample_926,"frontal pole, left, superior aspect",4889,L,13,/4005/4006/4007/4008/4009/4888/4889/4890/,E8C359
4136,14,1065,CX,STG-i,"superior temporal gyrus, left, inferior bank of gyrus",38864,138,101,83,-47.4,-8.2,-10.1,donor9861,donor9861_sample_927,"superior temporal gyrus, left, inferior bank of gyrus",4134,L,295,/4005/4006/4007/4008/4132/4133/4134/4136/,FF997F
4146,14,1169,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",38833,43,112,86,52.7,-12.1,-19.4,donor9861,donor9861_sample_938,"middle temporal gyrus, right, inferior bank of gyrus",4144,R,285,/4005/4006/4007/4008/4132/4140/4144/4146/,FF907F
4098,28,1219,CX,SPL-s,"superior parietal lobule, left, superior bank of gyrus",82258,108,37,141,-16.8,-50.2,70.2,donor9861,donor9861_sample_939,"superior parietal lobule, left, superior bank of gyrus",4097,L,252,/4005/4006/4007/4008/4084/4096/4097/4098/,FF7B62
4027,12,1073,CX,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",36717,69,51,61,26.4,30.6,40.4,donor9861,donor9861_sample_941,"superior frontal gyrus, right, lateral bank of gyrus",4025,R,87,/4005/4006/4007/4008/4009/4021/4025/4027/,E8D959
4043,10,4588,CX,opIFG,"inferior frontal gyrus, opercular part, right",978447,44,84,66,55.8,13,5.3,donor10021,donor10021_sample_39,"inferior frontal gyrus, opercular part, right",4041,R,28,/4005/4006/4007/4008/4009/4035/4041/4043/,E8C659
4058,10,4596,CX,POrG,"posterior orbital gyrus, right",978444,66,103,69,31.4,8.5,-16.8,donor10021,donor10021_sample_40,"posterior orbital gyrus, right",4056,R,69,/4005/4006/4007/4008/4009/4056/4058/,E8D459
4906,10,4604,CX,TP-s,"temporal pole, right, superior aspect",978446,59,104,69,39.3,8.6,-18,donor10021,donor10021_sample_41,"temporal pole, right, superior aspect",4176,R,305,/4005/4006/4007/4008/4132/4174/4176/4906/,FF9C7F
4014,10,4581,CX,PrG-il,"precentral gyrus, left, inferior lateral aspect of gyrus",978624,139,83,71,-50.6,5.7,6.8,donor10021,donor10021_sample_42,"precentral gyrus, left, inferior lateral aspect of gyrus",4011,L,74,/4005/4006/4007/4008/4009/4010/4011/4014/,E8D659
4069,10,4573,CX,PaOG,"parolfactory gyri, left",978622,119,102,71,-28,5.4,-15.5,donor10021,donor10021_sample_43,"parolfactory gyri, left",4068,L,65,/4005/4006/4007/4008/4009/4068/4069/,E8D259
4273,10,4589,CX,SIG,"short insular gyri, left",978621,124,80,71,-33.8,6.1,10.4,donor10021,donor10021_sample_44,"short insular gyri, left",4272,L,96,/4005/4006/4007/4008/4268/4272/4273/,EFFF61
4903,10,4597,CX,TP-s,"temporal pole, left, superior aspect",978623,138,94,71,-49.3,5.3,-6.1,donor10021,donor10021_sample_45,"temporal pole, left, superior aspect",4175,L,301,/4005/4006/4007/4008/4132/4174/4175/4903/,FF9C7F
