structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,donor,sample,name,parent_structure_id,hemisphere,graph_order,structure_id_path,color_hex_triplet
4077,22,594,CX,PCLa-i,"paracentral lobule, anterior part, right, inferior bank of gyrus",37470,87,52,116,5.9,-27.7,49.7,donor9861,donor9861_sample_1,"paracentral lobule, anterior part, right, inferior bank of gyrus",4075,R,60,/4005/4006/4007/4008/4009/4071/4075/4077/,E8CF59
4143,14,787,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",38869,145,112,83,-54.9,-11.5,-22,donor9861,donor9861_sample_43,"middle temporal gyrus, left, inferior bank of gyrus",4141,L,282,/4005/4006/4007/4008/4132/4140/4141/4143/,FF907F
4273,10,961,CX,SIG,"short insular gyri, left",28153,127,84,57,-35,24,3.2,donor9861,donor9861_sample_51,"short insular gyri, left",4272,L,96,/4005/4006/4007/4008/4268/4272/4273/,EFFF61
4092,24,428,CX,PoG-cs,"postcentral gyrus, right, bank of the central sulcus",35008,78,40,124,15.3,-32.5,64.3,donor9861,donor9861_sample_52,"postcentral gyrus, right, bank of the central sulcus",4091,R,239,/4005/4006/4007/4008/4084/4085/4091/4092/,FF6C62
4201,22,969,CX,OTG-i,"occipito-temporal gyrus, left, inferior bank of gyrus",37564,137,116,122,-47.5,-53.3,-18.5,donor9861,donor9861_sample_53,"occipito-temporal gyrus, left, inferior bank of gyrus",4199,L,198,/4005/4006/4007/4008/4180/4198/4199/4201/,E88A51
4158,18,973,CX,FuG-its,"fusiform gyrus, left, bank of the its",39559,133,117,105,-42.9,-35.7,-22.8,donor9861,donor9861_sample_54,"fusiform gyrus, left, bank of the its",4157,L,260,/4005/4006/4007/4008/4132/4156/4157/4158/,FF877F
4159,18,981,CX,FuG-l,"fusiform gyrus, left, lateral bank of gyrus",39560,126,121,105,-35.5,-36.6,-27,donor9861,donor9861_sample_55,"fusiform gyrus, left, lateral bank of gyrus",4157,L,261,/4005/4006/4007/4008/4132/4156/4157/4159/,FF877F
4160,18,989,CX,FuG-cos,"fusiform gyrus, left, bank of cos",39561,123,111,103,-32.2,-31.6,-16.6,donor9861,donor9861_sample_56,"fusiform gyrus, left, bank of cos",4157,L,262,/4005/4006/4007/4008/4132/4156/4157/4160/,FF877F
4164,18,965,CX,FuG-cos,"fusiform gyrus, right, bank of cos",39527,62,112,107,32.1,-34.6,-15.6,donor9861,donor9861_sample_57,"fusiform gyrus, right, bank of cos",4161,R,266,/4005/4006/4007/4008/4132/4156/4161/4164/,FF877F
4163,18,1052,CX,FuG-l,"fusiform gyrus, right, lateral bank of gyrus",39526,58,121,109,36.2,-39.1,-24.8,donor9861,donor9861_sample_58,"fusiform gyrus, right, lateral bank of gyrus",4161,R,265,/4005/4006/4007/4008/4132/4156/4161/4163/,FF877F
4166,18,1044,CX,HG,"Heschl's gyrus, left",39516,132,86,100,-41.4,-21.7,9.3,donor9861,donor9861_sample_59,"Heschl's gyrus, left",4165,L,268,/4005/4006/4007/4008/4132/4165/4166/,FF8A7F
4167,18,1020,CX,HG,"Heschl's gyrus, right",39483,52,86,104,42.9,-23.9,11.8,donor9861,donor9861_sample_61,"Heschl's gyrus, right",4165,R,269,/4005/4006/4007/4008/4132/4165/4167/,FF8A7F
4271,18,1012,CX,LIG,"long insular gyri, right",39487,64,89,104,30.2,-25,8.3,donor9861,donor9861_sample_62,"long insular gyri, right",4269,R,94,/4005/4006/4007/4008/4268/4269/4271/,FFF161
4136,18,1051,CX,STG-i,"superior temporal gyrus, left, inferior bank of gyrus",39467,152,94,104,-62.7,-28.6,1.2,donor9861,donor9861_sample_63,"superior temporal gyrus, left, inferior bank of gyrus",4134,L,295,/4005/4006/4007/4008/4132/4133/4134/4136/,FF997F
4142,18,964,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",39466,147,102,105,-57.5,-31.8,-7.1,donor9861,donor9861_sample_64,"middle temporal gyrus, left, superior bank of gyrus",4141,L,281,/4005/4006/4007/4008/4132/4140/4141/4142/,FF907F
4143,18,980,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",39465,149,115,105,-59.7,-35.5,-21,donor9861,donor9861_sample_65,"middle temporal gyrus, left, inferior bank of gyrus",4141,L,282,/4005/4006/4007/4008/4132/4140/4141/4143/,FF907F
4150,18,996,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",39472,141,122,105,-51.3,-37.3,-28.3,donor9861,donor9861_sample_66,"inferior temporal gyrus, left, lateral bank of gyrus",4148,L,273,/4005/4006/4007/4008/4132/4147/4148/4150/,FF8D7F
4151,18,988,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",39464,142,115,105,-52.4,-35.3,-20.9,donor9861,donor9861_sample_67,"inferior temporal gyrus, left, bank of mts",4148,L,274,/4005/4006/4007/4008/4132/4147/4148/4151/,FF8D7F
4138,18,1035,CX,STG-l,"superior temporal gyrus, right, lateral bank of gyrus",39451,27,92,104,69.3,-24.9,5.9,donor9861,donor9861_sample_68,"superior temporal gyrus, right, lateral bank of gyrus",4137,R,297,/4005/4006/4007/4008/4132/4133/4137/4138/,FF997F
4139,18,1027,CX,STG-i,"superior temporal gyrus, right, inferior bank of gyrus",39452,35,97,106,60.7,-28.6,0.7,donor9861,donor9861_sample_69,"superior temporal gyrus, right, inferior bank of gyrus",4137,R,298,/4005/4006/4007/4008/4132/4133/4137/4139/,FF997F
4145,18,1011,CX,MTG-s,"middle temporal gyrus, right, superior bank of gyrus",39454,43,99,108,52.2,-31.5,-1.2,donor9861,donor9861_sample_70,"middle temporal gyrus, right, superior bank of gyrus",4144,R,284,/4005/4006/4007/4008/4132/4140/4144/4145/,FF907F
4146,18,1043,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",39448,42,108,109,53.2,-35,-10.6,donor9861,donor9861_sample_71,"middle temporal gyrus, right, inferior bank of gyrus",4144,R,285,/4005/4006/4007/4008/4132/4140/4144/4146/,FF907F
4153,18,979,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",39453,47,118,109,47.8,-38,-21.4,donor9861,donor9861_sample_72,"inferior temporal gyrus, right, bank of the its",4152,R,276,/4005/4006/4007/4008/4132/4147/4152/4153/,FF8D7F
4154,18,1003,CX,ITG-l,"inferior temporal gyrus, right, lateral bank of gyrus",73248,34,118,109,61.6,-37.7,-21.1,donor9861,donor9861_sample_73,"inferior temporal gyrus, right, lateral bank of gyrus",4152,R,277,/4005/4006/4007/4008/4132/4147/4152/4154/,FF8D7F
4155,18,995,CX,ITG-mts,"inferior temporal gyrus, right, bank of mts",39446,42,111,109,53.2,-35.9,-13.8,donor9861,donor9861_sample_74,"inferior temporal gyrus, right, bank of mts",4152,R,278,/4005/4006/4007/4008/4132/4147/4152/4155/,FF8D7F
4162,18,971,CX,FuG-its,"fusiform gyrus, right, bank of the its",39447,51,118,109,43.6,-38.1,-21.4,donor9861,donor9861_sample_75,"fusiform gyrus, right, bank of the its",4161,R,264,/4005/4006/4007/4008/4132/4156/4161/4162/,FF877F
4094,18,1034,CX,PoG-il,"postcentral gyrus, right, inferior lateral aspect of gyrus",39410,28,77,104,68.3,-20.7,21.9,donor9861,donor9861_sample_76,"postcentral gyrus, right, inferior lateral aspect of gyrus",4091,R,241,/4005/4006/4007/4008/4084/4085/4091/4094/,FF6C62
4173,18,1042,CX,PLT,"planum temporale, right",39409,37,84,104,58.8,-22.9,14.2,donor9861,donor9861_sample_77,"planum temporale, right",4171,R,291,/4005/4006/4007/4008/4132/4171/4173/,FF967F
4012,18,1010,CX,PrG-prc,"precentral gyrus, left, bank of the precentral sulcus",39374,123,49,90,-31.4,-0.6,47.1,donor9861,donor9861_sample_78,"precentral gyrus, left, bank of the precentral sulcus",4011,L,72,/4005/4006/4007/4008/4009/4010/4011/4012/,E8D659
4013,18,1018,CX,PrG-sl,"precentral gyrus, left, superior lateral aspect of gyrus",39375,135,42,92,-44.1,-1,54.8,donor9861,donor9861_sample_79,"precentral gyrus, left, superior lateral aspect of gyrus",4011,L,73,/4005/4006/4007/4008/4009/4010/4011/4013/,E8D659
4014,18,1026,CX,PrG-il,"precentral gyrus, left, inferior lateral aspect of gyrus",39376,147,53,92,-56.8,-4.4,42.8,donor9861,donor9861_sample_80,"precentral gyrus, left, inferior lateral aspect of gyrus",4011,L,74,/4005/4006/4007/4008/4009/4010/4011/4014/,E8D659
4031,18,1002,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",39373,124,40,89,-32.4,3,56.5,donor9861,donor9861_sample_81,"middle frontal gyrus, left, inferior bank of gyrus",4029,L,47,/4005/4006/4007/4008/4009/4028/4029/4031/,E8CD59
4023,18,970,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",39363,95,37,86,-1.6,7.7,59.8,donor9861,donor9861_sample_82,"superior frontal gyrus, left, medial bank of gyrus",4022,L,83,/4005/4006/4007/4008/4009/4021/4022/4023/,E8D959
4024,18,978,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",39362,111,39,86,-18.5,6.7,57.3,donor9861,donor9861_sample_83,"superior frontal gyrus, left, lateral bank of gyrus",4022,L,84,/4005/4006/4007/4008/4009/4021/4022/4024/,E8D959
4030,18,986,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",39361,115,39,86,-22.8,6.6,57.2,donor9861,donor9861_sample_84,"middle frontal gyrus, left, superior bank of gyrus",4029,L,46,/4005/4006/4007/4008/4009/4028/4029/4030/,E8CD59
4026,18,962,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",39345,84,48,100,9.5,-9.8,51,donor9861,donor9861_sample_85,"superior frontal gyrus, right, medial bank of gyrus",4025,R,86,/4005/4006/4007/4008/4009/4021/4025/4026/,E8D959
4017,18,1017,CX,PrG-prc,"precentral gyrus, right, bank of the precentral sulcus",39319,58,46,97,37.1,-5.4,53,donor9861,donor9861_sample_86,"precentral gyrus, right, bank of the precentral sulcus",4016,R,77,/4005/4006/4007/4008/4009/4010/4016/4017/,E8D659
4018,18,1025,CX,PrG-sl,"precentral gyrus, right, superior lateral aspect of gyrus",39329,51,43,97,44.5,-4.4,56.4,donor9861,donor9861_sample_87,"precentral gyrus, right, superior lateral aspect of gyrus",4016,R,78,/4005/4006/4007/4008/4009/4010/4016/4018/,E8D659
4019,18,1033,CX,PrG-il,"precentral gyrus, right, inferior lateral aspect of gyrus",39330,45,48,97,50.8,-5.7,51.2,donor9861,donor9861_sample_88,"precentral gyrus, right, inferior lateral aspect of gyrus",4016,R,79,/4005/4006/4007/4008/4009/4010/4016/4019/,E8D659
4020,18,1041,CX,PrG-cs,"precentral gyrus, right, bank of the central sulcus",39331,48,54,99,47.5,-9.5,45.1,donor9861,donor9861_sample_89,"precentral gyrus, right, bank of the central sulcus",4016,R,80,/4005/4006/4007/4008/4009/4010/4016/4020/,E8D659
4027,18,985,CX,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",39316,70,50,96,24.4,-5.8,48.3,donor9861,donor9861_sample_90,"superior frontal gyrus, right, lateral bank of gyrus",4025,R,87,/4005/4006/4007/4008/4009/4021/4025/4027/,E8D959
4033,18,993,CX,MFG-s,"middle frontal gyrus, right, superior bank of gyrus",39317,67,49,97,27.6,-6.5,49.7,donor9861,donor9861_sample_91,"middle frontal gyrus, right, superior bank of gyrus",4032,R,49,/4005/4006/4007/4008/4009/4028/4032/4033/,E8CD59
4034,18,1009,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",39318,60,43,97,35,-4.6,56.2,donor9861,donor9861_sample_92,"middle frontal gyrus, right, inferior bank of gyrus",4032,R,50,/4005/4006/4007/4008/4009/4028/4032/4034/,E8CD59
4092,18,1049,CX,PoG-cs,"postcentral gyrus, right, bank of the central sulcus",39332,47,57,100,48.5,-11.4,42.1,donor9861,donor9861_sample_93,"postcentral gyrus, right, bank of the central sulcus",4091,R,239,/4005/4006/4007/4008/4084/4085/4091/4092/,FF6C62
4015,18,963,CX,PrG-cs,"precentral gyrus, left, bank of the central sulcus",39417,144,62,95,-53.8,-10,33.8,donor9861,donor9861_sample_94,"precentral gyrus, left, bank of the central sulcus",4011,L,75,/4005/4006/4007/4008/4009/4010/4011/4015/,E8D659
4087,18,1050,CX,PoG-cs,"postcentral gyrus, left, bank of the central sulcus",39416,148,61,96,-58,-10.8,35,donor9861,donor9861_sample_95,"postcentral gyrus, left, bank of the central sulcus",4086,L,234,/4005/4006/4007/4008/4084/4085/4086/4087/,FF6C62
4023,8,362,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",28050,94,55,46,0.4,44.6,32.7,donor9861,donor9861_sample_96,"superior frontal gyrus, left, medial bank of gyrus",4022,L,83,/4005/4006/4007/4008/4009/4021/4022/4023/,E8D959
4033,18,1001,CX,MFG-s,"middle frontal gyrus, right, superior bank of gyrus",39320,66,46,97,28.6,-5.6,52.9,donor9861,donor9861_sample_97,"middle frontal gyrus, right, superior bank of gyrus",4032,R,49,/4005/4006/4007/4008/4009/4028/4032/4033/,E8CD59
4030,18,994,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",39366,117,36,86,-24.9,7.4,60.4,donor9861,donor9861_sample_98,"middle frontal gyrus, left, superior bank of gyrus",4029,L,46,/4005/4006/4007/4008/4009/4028/4029/4030/,E8CD59
4153,18,987,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",39444,49,116,109,45.7,-37.5,-19.3,donor9861,donor9861_sample_99,"inferior temporal gyrus, right, bank of the its",4152,R,276,/4005/4006/4007/4008/4132/4147/4152/4153/,FF8D7F
4145,18,1019,CX,MTG-s,"middle temporal gyrus, right, superior bank of gyrus",39450,46,99,108,49.1,-31.6,-1.2,donor9861,donor9861_sample_100,"middle temporal gyrus, right, superior bank of gyrus",4144,R,284,/4005/4006/4007/4008/4132/4140/4144/4145/,FF907F
4150,18,1004,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",39463,143,122,105,-53.5,-37.3,-28.4,donor9861,donor9861_sample_101,"inferior temporal gyrus, left, lateral bank of gyrus",4148,L,273,/4005/4006/4007/4008/4132/4147/4148/4150/,FF8D7F
4142,18,972,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",39471,150,101,105,-60.7,-31.6,-6.1,donor9861,donor9861_sample_102,"middle temporal gyrus, left, superior bank of gyrus",4141,L,281,/4005/4006/4007/4008/4132/4140/4141/4142/,FF907F
4020,16,946,CX,PrG-cs,"precentral gyrus, right, bank of the central sulcus",38934,39,72,88,57.2,-2.8,23.9,donor9861,donor9861_sample_104,"precentral gyrus, right, bank of the central sulcus",4016,R,80,/4005/4006/4007/4008/4009/4010/4016/4020/,E8D659
4149,16,974,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",39396,133,111,93,-42.5,-21.4,-18.8,donor9861,donor9861_sample_106,"inferior temporal gyrus, left, bank of the its",4148,L,272,/4005/4006/4007/4008/4132/4147/4148/4149/,FF8D7F
4159,16,982,CX,FuG-l,"fusiform gyrus, left, lateral bank of gyrus",39394,125,120,93,-34.1,-23.7,-28.2,donor9861,donor9861_sample_107,"fusiform gyrus, left, lateral bank of gyrus",4157,L,261,/4005/4006/4007/4008/4132/4156/4157/4159/,FF877F
4244,16,998,CX,PHG-l,"parahippocampal gyrus, left, lateral bank of gyrus",39392,112,115,93,-20.4,-22,-22.6,donor9861,donor9861_sample_108,"parahippocampal gyrus, left, lateral bank of gyrus",4243,L,156,/4005/4006/4007/4008/4219/4242/4243/4244/,BF934C
4245,16,990,CX,PHG-cos,"parahippocampal gyrus, left, bank of the cos",39393,117,116,93,-25.6,-22.4,-23.8,donor9861,donor9861_sample_109,"parahippocampal gyrus, left, bank of the cos",4243,L,157,/4005/4006/4007/4008/4219/4242/4243/4245/,BF934C
4230,18,997,CX,CgGp-s,"cingulate gyrus, parietal part, left, superior bank of gyrus",39592,100,59,86,-7.1,1.4,36.1,donor9861,donor9861_sample_110,"cingulate gyrus, parietal part, left, superior bank of gyrus",4229,L,109,/4005/4006/4007/4008/4219/4220/4228/4229/4230/,7F6233
4231,18,1005,CX,CgGp-i,"cingulate gyrus, parietal part, left, inferior bank of gyrus",39593,96,67,90,-3,-4.9,28.4,donor9861,donor9861_sample_111,"cingulate gyrus, parietal part, left, inferior bank of gyrus",4229,L,110,/4005/4006/4007/4008/4219/4220/4228/4229/4231/,7F6233
4233,18,1021,CX,CgGp-s,"cingulate gyrus, parietal part, right, superior bank of gyrus",39596,87,66,99,6.3,-13.9,31.5,donor9861,donor9861_sample_112,"cingulate gyrus, parietal part, right, superior bank of gyrus",4232,R,112,/4005/4006/4007/4008/4219/4220/4228/4232/4233/,7F6233
4234,18,1013,CX,CgGp-i,"cingulate gyrus, parietal part, right, inferior bank of gyrus",39595,92,68,95,1.1,-10.4,28.4,donor9861,donor9861_sample_113,"cingulate gyrus, parietal part, right, inferior bank of gyrus",4232,R,113,/4005/4006/4007/4008/4219/4220/4228/4232/4234/,7F6233
4172,16,883,CX,PLT,"planum temporale, left",39008,154,88,88,-64.4,-10.2,4.4,donor9861,donor9861_sample_116,"planum temporale, left",4171,L,290,/4005/4006/4007/4008/4132/4171/4172/,FF967F
4270,16,907,CX,LIG,"long insular gyri, left",39004,129,92,89,-38,-11.8,0.8,donor9861,donor9861_sample_117,"long insular gyri, left",4269,L,93,/4005/4006/4007/4008/4268/4269/4270/,FFF161
4139,16,868,CX,STG-i,"superior temporal gyrus, right, inferior bank of gyrus",39027,48,101,93,47.3,-16.5,-6.3,donor9861,donor9861_sample_118,"superior temporal gyrus, right, inferior bank of gyrus",4137,R,298,/4005/4006/4007/4008/4132/4133/4137/4139/,FF997F
4145,16,955,CX,MTG-s,"middle temporal gyrus, right, superior bank of gyrus",39028,47,104,94,48.3,-18.3,-9.3,donor9861,donor9861_sample_119,"middle temporal gyrus, right, superior bank of gyrus",4144,R,284,/4005/4006/4007/4008/4132/4140/4144/4145/,FF907F
4146,16,939,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",39029,38,110,95,57.8,-20.8,-15.4,donor9861,donor9861_sample_120,"middle temporal gyrus, right, inferior bank of gyrus",4144,R,285,/4005/4006/4007/4008/4132/4140/4144/4146/,FF907F
4153,16,876,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",39034,51,118,98,43.9,-26.6,-23.6,donor9861,donor9861_sample_121,"inferior temporal gyrus, right, bank of the its",4152,R,276,/4005/4006/4007/4008/4132/4147/4152/4153/,FF8D7F
4154,16,884,CX,ITG-l,"inferior temporal gyrus, right, lateral bank of gyrus",39033,46,122,98,49.2,-27.6,-27.8,donor9861,donor9861_sample_122,"inferior temporal gyrus, right, lateral bank of gyrus",4152,R,277,/4005/4006/4007/4008/4132/4147/4152/4154/,FF8D7F
4155,16,923,CX,ITG-mts,"inferior temporal gyrus, right, bank of mts",39031,38,113,96,57.7,-22.7,-18.4,donor9861,donor9861_sample_123,"inferior temporal gyrus, right, bank of mts",4152,R,278,/4005/4006/4007/4008/4132/4147/4152/4155/,FF8D7F
4136,16,892,CX,STG-i,"superior temporal gyrus, left, inferior bank of gyrus",39043,141,97,92,-50.8,-16.6,-4.2,donor9861,donor9861_sample_124,"superior temporal gyrus, left, inferior bank of gyrus",4134,L,295,/4005/4006/4007/4008/4132/4133/4134/4136/,FF997F
4142,16,900,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",39042,142,105,94,-52,-21,-12.3,donor9861,donor9861_sample_125,"middle temporal gyrus, left, superior bank of gyrus",4141,L,281,/4005/4006/4007/4008/4132/4140/4141/4142/,FF907F
4143,16,908,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",39044,142,109,94,-52,-22.1,-16.6,donor9861,donor9861_sample_126,"middle temporal gyrus, left, inferior bank of gyrus",4141,L,282,/4005/4006/4007/4008/4132/4140/4141/4143/,FF907F
4178,16,915,CX,PLP,"planum polare, left",39009,134,98,89,-43.3,-13.6,-5.7,donor9861,donor9861_sample_127,"planum polare, left",4177,L,287,/4005/4006/4007/4008/4132/4177/4178/,FF937F
4106,20,722,CX,SMG-s,"supramarginal gyrus, left, superior bank of gyrus",37601,143,64,111,-53.2,-27.3,34.8,donor9861,donor9861_sample_130,"supramarginal gyrus, left, superior bank of gyrus",4105,L,220,/4005/4006/4007/4008/4084/4103/4104/4105/4106/,FF5D62
4248,16,870,CX,PHG-cos,"parahippocampal gyrus, right, bank of the cos",39399,65,117,98,29.1,-26.6,-22.8,donor9861,donor9861_sample_132,"parahippocampal gyrus, right, bank of the cos",4246,R,160,/4005/4006/4007/4008/4219/4242/4246/4248/,BF934C
4031,16,914,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",38654,140,60,79,-49.1,7.4,32.9,donor9861,donor9861_sample_134,"middle frontal gyrus, left, inferior bank of gyrus",4029,L,47,/4005/4006/4007/4008/4009/4028/4029/4031/,E8CD59
4155,16,931,CX,ITG-mts,"inferior temporal gyrus, right, bank of mts",39244,40,112,96,55.6,-22.5,-17.3,donor9861,donor9861_sample_135,"inferior temporal gyrus, right, bank of mts",4152,R,278,/4005/4006/4007/4008/4132/4147/4152/4155/,FF8D7F
4146,16,947,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",39245,41,109,95,54.6,-20.6,-14.4,donor9861,donor9861_sample_136,"middle temporal gyrus, right, inferior bank of gyrus",4144,R,285,/4005/4006/4007/4008/4132/4140/4144/4146/,FF907F
4151,16,916,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",39357,142,113,94,-52,-23.2,-20.9,donor9861,donor9861_sample_137,"inferior temporal gyrus, left, bank of mts",4148,L,274,/4005/4006/4007/4008/4132/4147/4148/4151/,FF8D7F
4034,16,889,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",39322,52,52,82,43.8,8.8,43.8,donor9861,donor9861_sample_140,"middle frontal gyrus, right, inferior bank of gyrus",4032,R,50,/4005/4006/4007/4008/4009/4028/4032/4034/,E8CD59
4033,16,929,CX,MFG-s,"middle frontal gyrus, right, superior bank of gyrus",38621,73,44,79,21.7,13.6,51.4,donor9861,donor9861_sample_141,"middle frontal gyrus, right, superior bank of gyrus",4032,R,49,/4005/4006/4007/4008/4009/4028/4032/4033/,E8CD59
4167,16,948,CX,HG,"Heschl's gyrus, right",39657,45,91,90,50.7,-10.4,3.8,donor9861,donor9861_sample_142,"Heschl's gyrus, right",4165,R,269,/4005/4006/4007/4008/4132/4165/4167/,FF8A7F
4107,22,873,CX,SMG-i,"supramarginal gyrus, left, inferior bank of gyrus",38604,153,74,119,-64,-38.7,25.5,donor9861,donor9861_sample_143,"supramarginal gyrus, left, inferior bank of gyrus",4105,L,221,/4005/4006/4007/4008/4084/4103/4104/4105/4107/,FF5D62
4026,8,865,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",27968,87,57,45,7.8,45.2,30.5,donor9861,donor9861_sample_144,"superior frontal gyrus, right, medial bank of gyrus",4025,R,86,/4005/4006/4007/4008/4009/4021/4025/4026/,E8D959
4034,16,897,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",39323,55,54,81,40.6,9.2,41.4,donor9861,donor9861_sample_149,"middle frontal gyrus, right, inferior bank of gyrus",4032,R,50,/4005/4006/4007/4008/4009/4028/4032/4034/,E8CD59
4023,16,905,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",38618,100,45,74,-6.6,17.9,48.8,donor9861,donor9861_sample_150,"superior frontal gyrus, left, medial bank of gyrus",4022,L,83,/4005/4006/4007/4008/4009/4021/4022/4023/,E8D959
4026,16,913,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",38619,87,48,77,7,14.2,46.4,donor9861,donor9861_sample_151,"superior frontal gyrus, right, medial bank of gyrus",4025,R,86,/4005/4006/4007/4008/4009/4021/4025/4026/,E8D959
4223,16,866,CX,CgGf-s,"cingulate gyrus, frontal part, left, superior bank of gyrus",38632,102,65,73,-8.9,13.3,27.1,donor9861,donor9861_sample_152,"cingulate gyrus, frontal part, left, superior bank of gyrus",4222,L,102,/4005/4006/4007/4008/4219/4220/4221/4222/4223/,7F5B33
4224,16,953,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",38633,94,68,74,-0.5,11.6,24.3,donor9861,donor9861_sample_153,"cingulate gyrus, frontal part, left, inferior bank of gyrus",4222,L,103,/4005/4006/4007/4008/4219/4220/4221/4222/4224/,7F5B33
4226,16,937,CX,CgGf-s,"cingulate gyrus, frontal part, right, superior bank of gyrus",38635,86,64,76,7.9,10.8,29.1,donor9861,donor9861_sample_154,"cingulate gyrus, frontal part, right, superior bank of gyrus",4225,R,105,/4005/4006/4007/4008/4219/4220/4221/4225/4226/,7F5B33
4227,16,945,CX,CgGf-i,"cingulate gyrus, frontal part, right, inferior bank of gyrus",38634,91,68,75,2.7,10.6,24.5,donor9861,donor9861_sample_155,"cingulate gyrus, frontal part, right, inferior bank of gyrus",4225,R,106,/4005/4006/4007/4008/4219/4220/4221/4225/4227/,7F5B33
4024,16,882,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",38642,111,39,73,-18.2,20.4,54.8,donor9861,donor9861_sample_156,"superior frontal gyrus, left, lateral bank of gyrus",4022,L,84,/4005/4006/4007/4008/4009/4021/4022/4024/,E8D959
4030,16,874,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",81143,118,40,74,-25.6,18.9,53.7,donor9861,donor9861_sample_157,"middle frontal gyrus, left, superior bank of gyrus",4029,L,46,/4005/4006/4007/4008/4009/4028/4029/4030/,E8CD59
4012,16,898,CX,PrG-prc,"precentral gyrus, left, bank of the precentral sulcus",38652,139,62,83,-48.2,2.7,31.5,donor9861,donor9861_sample_158,"precentral gyrus, left, bank of the precentral sulcus",4011,L,72,/4005/4006/4007/4008/4009/4010/4011/4012/,E8D659
4013,16,890,CX,PrG-sl,"precentral gyrus, left, superior lateral aspect of gyrus",38653,149,59,85,-58.8,1.2,34.9,donor9861,donor9861_sample_159,"precentral gyrus, left, superior lateral aspect of gyrus",4011,L,73,/4005/4006/4007/4008/4009/4010/4011/4013/,E8D659
4031,16,906,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",38650,136,62,79,-44.9,7,30.8,donor9861,donor9861_sample_160,"middle frontal gyrus, left, inferior bank of gyrus",4029,L,47,/4005/4006/4007/4008/4009/4028/4029/4031/,E8CD59
4017,16,867,CX,PrG-prc,"precentral gyrus, right, bank of the precentral sulcus",38936,40,67,85,56.3,1.7,28.6,donor9861,donor9861_sample_161,"precentral gyrus, right, bank of the precentral sulcus",4016,R,77,/4005/4006/4007/4008/4009/4010/4016/4017/,E8D659
4019,16,954,CX,PrG-il,"precentral gyrus, right, inferior lateral aspect of gyrus",38935,34,67,87,62.5,-0.3,29.1,donor9861,donor9861_sample_162,"precentral gyrus, right, inferior lateral aspect of gyrus",4016,R,79,/4005/4006/4007/4008/4009/4010/4016/4019/,E8D659
4092,16,938,CX,PoG-cs,"postcentral gyrus, right, bank of the central sulcus",38933,40,76,89,56.1,-5,19.8,donor9861,donor9861_sample_163,"postcentral gyrus, right, bank of the central sulcus",4091,R,239,/4005/4006/4007/4008/4084/4085/4091/4092/,FF6C62
4093,16,930,CX,PoG-sl,"postcentral gyrus, right, superior lateral aspect of gyrus",38932,32,76,88,64.6,-3.8,19.7,donor9861,donor9861_sample_164,"postcentral gyrus, right, superior lateral aspect of gyrus",4091,R,240,/4005/4006/4007/4008/4084/4085/4091/4093/,FF6C62
